"sentiment","content"
"love","just came back from a nice bike ride with her family and is now refreshed thanks to a shower"
"love","http://twitpic.com/wyp - Haha, she looks a little like me. I'd get ecstatic if and when I meet you."
"love","I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!"
"love","you know I love you."
"love","Taylor Swift I think you're so pretty it makes my heart melt everytime I see your face."
"love","they are SO cute"
"love","http://twitpic.com/wl - Haaha, my bangs are kinda long..? oops"
"love","You are extremely clever my dear."
"love","spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!"
"love","omg in your pic youu look so cuute !"
"love","You WILL be succesfulLove You!"
"love","hi ty. good morning. happy mom's day to your mom. i love that your entire family is adding me on FB! i love 'em, very sweet!"
"love","So glad to be home with my family, quite glad I get to seein a week. Lots of things to be happy about."
"love","haha. i love you too aimeeeeeee!"
"love","Why do you think people say, &quot;save the drama fo yo mama?&quot; I'm sure even yo mama wouldn't wanna listen to ur drama. Ode to mother's day!"
"love","wish all the mother in the flatworld have a happy ; awesome mother's day"
"love","Now I like #startrek. Personal feels that #Startrek movie is better than #xmen."
"love","awwww..I love him! His car was soooo CUTE tonight!! I love me some Carl..My yr old is sad now..LOL.."
"love","hotness personified"
"love","Happy Birthday!"
"love","Congratulations! Check that one off your to do list!"
"love","Teaching people the beauty of twitter"
"love","TAYLOR! are you back in Nashville now..or LA? well, how was your trip? did ya have fun? love ya girly!"
"love","Happy Mothers Day to all the mums in my life and those that are not"
"love","feel better my love i will bring u some soul food make u feel good"
"love","I need to change my ways, instead of just being weak. I loveshe's a great role model"
"love","mmmmmm mcdonalds coffee is soooooo good.....maybe going to hookah tonight with the abbster"
"love","nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!"
"love","LOL! Yeah, well, same applies to the grocery store."
"love","Happy Mothers' Day to my mom and all the mothers in the world"
"love","don't ya just love a free night to catch up on your DVR shows? ANTM here I come...ha ha!"
"love","having a great mothers day"
"love","Zzzz... I'm taking my mom out for breakfast tomorrow!Shall be quite a treat."
"love","happy sunday all"
"love","Sometimes I wish Twitter had Facebook's &quot;like&quot; just so I could give you a thumbs up. Great job either way- I suck too btw"
"love","i love Paramore!welcome back"
"love","Hey Lauren...I'm a huge fan! I hope you are having fun at Wango Tango!!"
"love","going to bed. i love the jonas brothers!! the last time me and megan were together was the weekend of the premiere of JONAS!! -lauryn &lt;"
"love","Sad thing is samsam loves my sexy crooked body! And she wants to sex it now"
"love","ooh a storm, that's always welcome newsHappy Mothers Day!"
"love","happy mothers day to all you mums out there"
"love","Happy Mother's Day to you"
"love","loves her mummy with everything she has. always and forever mummy dearest. (love to ma and nanny too,xx)"
"love","Just snappy's delivered some tea and ice cream. I love my sister."
"love","Tom graduated today"
"love","Btw happy mom's day to hannah and your mom and han's mom! Yey! Moms unite! This is your day"
"love","I can honestly say that thematic had a big part in my blogging enthusiam ~ I love being able to do what I want"
"love","Steel Magnolias gets me every time.. SNIFF... LOL!!! V and B make my days and nights brighter too"
"love","that's such a good movie!!!!"
"love","Tom Petty and the Heartbreakers have my eternal love. Benjamin.????????????????????????????????????????????????????????????"
"love","Girl, you're crazy... I LOVE! you.Hahaha, and I GOT! yo' Lp Chap."
"love","At the end, i loved my night"
"love","ROFLMFAO!!!! You love us better, don't you!"
"love","thanks! You're the first one to wish me a happy mother's day"
"love","I heart you girls!! Let's hang out soon!"
"love","crazy in love sfoot coverthat song is awesome better than the original well at least that's what i think"
"love","today was a lovely day! I had fun withandthis evening!"
"love","loving life lately!!!!Looking forward to going to see Samantha! Hanging out with Natalie right now!"
"love","I loved it! You guys are amazing!"
"love","have fun dude. Love u on &quot;wizards of waverly place&quot;!!!"
"love","bye! off to the movies with jake"
"love","my Mom rocks."
"love","perfect song!"
"love","probably...why not!"
"love","http://twitpic.com/wb - Such a pretty baby!"
"love",";, i'm sure mom'll have more good food waiting for you at home.enjoy the good ole bed ; your OWN room with no roommates."
"love","Cant wait to see my boy tomorrow"
"love","Tomorrow is Mother's Day. I hope everybody got their mom something awesome...or at least calls to say hello"
"love","Ok. Night sweet peopleI'll look for ya tomorrow"
"love","In amood.. Listening to the older stuff... This Time Around. Not that old but old enough."
"love","Quick thoughts. Tired. Happy. Satisfied. Entertained. Excited. Oh... and a bit in love"
"love","hahahaha nice. i gave up on bio cos idk what the hell i'm doing, so hello chem"
"love","The power is out! I can't seeeeeeee!!I love storms!"
"love","have a lovely weekend"
"love","Watching TV with the best people in the whole world !!!!! My Mum and My Sis Agus (: Love you all ! Twitter you later ha"
"love","just came back from karaoke ; eating dinner with emily. it was sooooo much fun"
"love","haha i WISH i coudl meet you.. you should stop by seattle some timehome of the STARBUKS ;) I LOVE YOU DAVID!!"
"love","Watching snl because the love of my life is hosting"
"love","LOVING YOU. Haha =] join the club than! lol pleaseHACor cm is calling you. Jon told me about Ron, you can do it! LOL"
"love","Mother's day has already began! Congratulations Mom! Love u and u know it"
"love","I Love the lady from the Progressive commercials she's so funny"
"love","haha no kidding... I listen to them all day long bud"
"love","Please give a shout out to my boyfriend Ron Griffin at pm show in Denver. He's in the nosebleeds, so really SHOUT out"
"love","have a great night, it was so nice meeting you last night! You are a sweetheart!xoxoxo bye for now."
"love","if you've ever seen the wayuses his browser he probably has likecopies of it running.http://bit.ly/doEEj"
"love","(blinks fast) its better now ... Lol thanks :-*"
"love","Hahah, thanks for the Tradewinds Odyssey bump."
"love","http://twitpic.com/tjv - No joke my puppy Maddie looks EXACTLY likeMaui!!!she's so cute!!"
"love","LOVES that lubbock is wet..its about time..no more strip runs"
"love","I love that my boyfriends loves my mac n cheese. he even took some to work with him"
"love","Made so many new friends on Twitter around USA. Another bike across USA trip would be amazing to see people!"
"love","i just wanna say happy mother's day to all the mommy's out there"
"love","Hoping all my friends who are mothers have a wonderful Mothers's Day. I'm spending mine with myAWESOME SONS!so happy about that!"
"love","Hey Steve.I think you are such an awesome actor. I love every movie you are in, and I love The Office."
"love","and I luh you tooooo"
"love","awe thanks"
"love","I miss all you OK girls.Happy Mother's Day to all y'all."
"love","happy sunday peeps"
"love","loviiing declan"
"love","That is one of my Favorite EVER!!!! He is THE BEST!! No doubt! I am so glad you like him too! XOXO"
"love","Home now!!! LOL but leaving again on monday for flo rida!!!"
"love","Lovin' , , ;SOOOO much right now!"
"love","I will be uploading soon!http://myloc.me/FEb"
"love","Nice! Elise rolled outThas wassup! Have fun, ladies!"
"love","Well the Enterprise E, the NX-, or the NCC (no bloody A,B,C,D, or E)"
"love","Watching The Nightmare Before Christmas &lt; Ask me if I care that neither Halloween nor Christmas is any time soon"
"love","curlymamawthought you'd like it !"
"love","I Luv Da movie Say Anything...? http://blip.fm/~yroy"
"love","says gots my mom a digital picture frame bout to scan pics of her wedding n all that mushy stuffhttp://plurk.com/p/sueq"
"love","I just have one, he ismonths. I don't think he realizes that it is Mother's Day tomorrow. LOL!"
"love","Saw this lil girl that has big eyes and hair like Dora the explorer. How cute"
"love","ALL THE MOTHER OUT THERE.MAY THE GOD BLESS YOU MOTHERS/MOTHER-FIGURE OUT THERE.KEEP FIGHTN DA GOOD FIGHT ; NEVA GIVEUP ON THE YR CHILD."
"love","Miley Cyrus = great actress"
"love","Thanks Elaine. I'm clipping reviews for her scrapbook."
"love","There's a way around thatMinute Limit ;) AIM me and I'll tell you"
"love","I still luv my HAWKS! I aint no fair weather fan! I'm ride or diemine!!"
"love","Hey babe follow me,love u on da show"
"love","rocks my world!!!! soooo funny!!!!&lt;"
"love","has the best friends in the entire worldThank you for making the banquet and today so special!"
"love","just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work"
"love","tell zach ; jer I said happy birthday!they seem like cool brothers, youre lucky haha"
"love","No... we didn't *like* it, we LOVED it!The tone, the story, the chemistry between the actors/characters, all was perfect."
"love","It is officially Mother's Day! Happy Mother's Day to all!"
"love","had an amazingly unproductive day, but i loved ittime to go catch up on sleep!"
"love","Sending love ; respect to all the mommies out in the twitterverse! You all inspire me!!"
"love","It's Midnight - I'm outta here.HAPPY MOTHER'S DAY FELLOW MOMMIES!!!(And to non-Mommies too).May EVERYONE have a special day!!!"
"love","happy mother's day to all the mommies!!!!!"
